,name,line
7971,Cain,"Stop, wait a second! It's complicated."
7972,Scarlet,"Well, if you say so...... I suppose I could take a break to enjoy some tea. Staying up late is terrible for my complexion, so I'll have some rosehip tea; it's wonderful for the skin. I wonder if I can find a tea set? Let me look around the castle........ My, what delightful tableware!"
7973,Cain,Owen. Listen closely. It's dangerous here.
7974,Owen,It's dangerous......?
7975,Cain,"Yeah, you can tell by looking around, right? The castle is covered in briars, and the vines are wriggling around."
7976,Owen,Wriggling around......
7977,Cain,"It's really painful when the briars hit you, and the thorns even make you bleed."
7978,Owen,That's scary......
7979,Cain,"That's right, it's really scary. That's why you need to watch out for the briars, and find a place to wait for me over there."
7980,Owen,......No......!
7981,Cain,"I'll come back for you, believe me. I'll beat up the enemy, and then......"
7982,Owen,Don't leave me behind...... Don't leave me alone!
7983,Cain,It'll be more dangerous if I take you with me.
7984,Owen,"No, I'm scared...... The briars are scary....... Sir Knight, don't go......"
7985,Cain,......I have to go.
7986,Owen,Why do you have to go? Why won't you stay with me?
7987,Cain,There are people precious to me trapped in that castle.
7988,Owen,............
7989,Cain,They're probably in trouble; they can't leave because they're trapped by the magical briars. ......I want to save them no matter what. I don't need glory or medals. There are people waiting for me inside the castle - people who fill my heart with pride and light.
7990,Owen,.....Do you want to save them?
7991,Cain,"That's right. You understand, don't you? Don't you feel bad for them, trapped inside that dark castle?"
7992,Owen,............ ......But...... You don't feel bad for me?
7993,Cain,............ ......Owen?
7994,Owen,"I'm still trapped. Left behind, all alone. You're going to save them....... Even though you wouldn't save me?"
7995,Cain,"............? What are you talking about, Owen......"
7996,Owen,............
7997,Narrator,(Growling)
7998,Cain,"............!? Cerberus, where did y-......"
7999,Narrator,(Sickening crunch and spurt of blood)
8000,Cain:......Guh......! ......Ah.......Argh..........It's tearing me apart........Aaahhh...........!,
8001,Owen,............
8002,Cain,......O......wen...........Please stop him! O-........ Ah........Ugh.......
8003,Owen,............
8004,Cain,<< Gladius - >> .........Aah...........
8005,Owen,I was a good boy. I waited obediently for so long. But you never came to save me.
8006,Cain,............O-............
8007,Owen,Just die.
8008,Scarlet,"Fufu....... I had such a lovely teatime. ......Oh my. .....Dear me, did you have a disagreement? The white-haired man's three-headed dog is devouring the red-haired man. I guess the two of you didn't really get along. Even though your eyes are the same color."
8009,Chloe,.....The vines are all over the place here too..... Ouch.... The thorns caught me again.
8010,Rustica,Are you all right?
8011,Chloe,"Yeah. This is just a scratch, but.... There's no opening for us to get into the castle."
8012,Rustica,"You're right. The sky is covered in vines, too; I don't see any way out by flying."
8013,Chloe,"It was such a pretty castle, but now it's like a ghost...... ....We were supposed to have a special ceremony, too.... I wonder if they're going to blame us again? Is everyone going to say this was all the wizards' fault....."
8014,Rustica,I'm not too sure about that. The people in the castle have all fallen asleep.
8015,Chloe,"....It makes me sad..... I guess there really is no such thing as an outcast who becomes the hero of a story; that's just wishful thinking. No one ever loves an outcast; it doesn't matter if he does good things or bad things. He's still an outcast. Even if we do our best to save people tonight, tomorrow, the people we saved.... Might sigh, and say, this is why we can't trust wizards. ....What do you think, Rustica? Do you ever feel like that....? Am I thinking this way because I have an awful personality....?"
8016,Rustica,"You're a kind, good boy."
8017,Chloe,"....I don't know about that. Whenever these sorts of thoughts cross my mind, I can't bring myself to say, ""Thank you."""
8018,Rustica,You don't have to.
8019,Chloe,.....Yeah.....
8020,Rustica,"....Oh my, the rain..... ........! << Amorest Viesse >>"
8021,Chloe,"Woah....! You surprised me, tugging me close out of nowhere!"
8022,Rustica,Because the rain falling from the sky isn't any old rain. Look.
8023,Chloe,Ah! You're right.... The bricks and briars are melting away.
8024,Rustica,But this might be a blessed rainfall that gets us through this conundrum.
8025,Chloe,Huh....?
8026,Rustica,Shall we practice magic?
8027,Chloe,H-huh? Right now? I have such a laid-back master.....
8028,Rustica,"Right now is the time to practice. Look up to the sky, Chloe. What do you see?"
8029,Chloe,".....Um.... Dark clouds, and the heavy shadows of the briars....."
8030,Rustica,"The moon isn't very bright tonight, after all. But look closely."
8031,Chloe,....If only the < Great Catastrophe > shone a little brighter......
8032,Rustica,"That's right. It's what we all pray for on the darkest nights: ""Let there be light."" But Chloe, I know you can find the answer, even amidst the dim gloom. Even on nights where you can't say ""thank you""; nights where you feel like a lost, unrewarded specter; nights where you might become a terrifying monster. For you are a wizard, after all."
8033,Chloe,............
8034,Rustica,"Listen to the wind and touch the shadows of the invisible - find the long-lost words of the past..... We are wizards. We dance and sing under the very light of the moon that humans fear, frolicking alongside everything in this world."
8035,Chloe,............
8036,Rustica,Now open your eyes wide. Look into the dark night to find the wonderful things that make your heart dance - the things that give you courage.
8037,Chloe,"........ -Ah! Murr! Shylock! Nero and Bradley are there too! Thank goodness! Everyone's all right....! They're zipping through the sky fighting a giant bird! Amazing....! Rustica, look! Our friends are fighting!"
8038,Rustica,"That's right, Chloe."
8039,Chloe,".....We need to do our best too! I feel like we can do this! Because..... We're wizards, after all! We can turn the worst into the best, and pull miracles out of the air!"
8040,Rustica,Of course.
8041,Chloe,"Ah....! When the briars over there melt, we can enter the castle from that window!"
8042,Rustica,"Excellent! Once we manage to open up an entrance, let's get Cain and Owen."
8043,Chloe,"Yeah! Wait for us, Sir Sage! We'll save you!"
8044,Heathcliff,"....Pant, pant...... .....Shino......"
8045,Riquet,.....Heathcliff! Isn't that thing shining over there Shino's scythe!?
8046,Heathcliff,You're right.... It's stuck in a tree trunk..... .....Shino.....! Where is Shino......!?
8047,Narrator,(Roar)
8048,Mitile,The bull-headed monster......! ......Ah......!
8049,Riquet,No way.....! Is the bright red thing in the monster's arm.....!?
8050,Heathcliff,Shino.....!! You bastard! How dare you......
8051,Narrator,(Roar)
8052,Heathcliff,<< Repsevaivulp Sonus >> !
8053,Mitile,Woah......! The garden hedges are stretching and clinging to the bull monster!
8054,Riquet,Let's help him out! << Sunrotea.... >>
8055,Viridian,Don't get in my way.
8056,Mitile,.....You're......
8057,Viridian,Ah.... It's you from earlier......
8058,Mitile,Mister Heathcliff! Riquet! Leave this girl to me and go help Mister Shino!
8059,Heathcliff,"Thanks, Mitile!"
8060,Riquet,Be careful! Mitile!
8061,Viridian,Ah......
8062,Mitile,I won't let you through! Are you a witch? Why are you doing such terrible things!? Bad wizards like you are the reason everyone has the wrong idea about all wizards!
8063,Viridian,I'm not doing anything bad. I just want to meet Mother.
8064,Mitile,.....Mother.....
8065,Viridian,"And if you get in my way, I'll turn you to stone. << Volo Habere >>"
8066,Shino,"(...My whole body hurts..... What's this smell....? It's the metallic scent of blood - and greenery....) (The scent of Sherwood Forest, protecting Blanchett Castle.... ....My dwelling.....)"
8067,Shino,(....No. What's with these leaves and branches growing from the monster's body....?)
8068,Narrator,(Roar)
8069,Shino,".......!! Cough, cough..... Dammit! Hurling me around like that......"
8070,Heathcliff,Shino......!
8071,Shino,........... .....Heath!? Why did you come back!? .....Stay away.....!
8072,Heathcliff,......What!?
8073,Shino,"Hurry, run awa..... Agh......"
8074,Heathcliff,Look at you! You've lost too much blood! I'll lend you my shoulder......
8075,Riquet,"Heathcliff! I managed to bind the monster with branches from the courtyard, but it's going to rip through any moment now....."
8076,Shino,.....Let me go. Where's my hunt?
8077,Riquet,Hunt? Your scythe is in that tree.....
8078,Shino,<< Matztzāh Sudipas >> ! Return to my hands!
8079,Heathcliff,Stop using magic! You were on the brink of death!
8080,Narrator,(Swish)
8081,Shino,But I'm not dead. ....All right. I'm gonna finish it off. You guys should run.
8082,Heathcliff,......... I will really get mad.
8083,Shino,"And that's fine. I was so fortunate to meet you, Heath."
8084,Heathcliff,Wh......
8085,Shino,Run - and survive. I'm begging you.
8086,Heathcliff,How could you say that!? I promised to protect you too! If I break my promise.....
8087,Shino,You'll no longer be able to use magic. You can be a normal human.
8088,Heathcliff,...........
8089,Shino,"....Unlike me, you always wanted to be normal, right, Heath?"
8090,Heathcliff,...........
8091,Shino,....Uu.....gh.....
8092,Riquet,"Are you all right, Shino!? You can barely stand on your own......"
8093,Shino,"....Cough..... I'm fine. Riquet, it's probably that monster that even Oz had trouble defeating....."
8094,Riquet,....The Minotaur?
8095,Shino,"That's right. ....Cough. It won't fall, no matter how many times I strike....."
8096,Heathcliff,.....We can beat it together!
8097,Shino,"You're so stubborn! I'm telling you to run! Riquet, take Heath and go!"
8098,Riquet,........ But......
8099,Shino,I'm begging you!
8100,Narrator,(Roar)
8101,Heathcliff,......! It broke through the binding....!
8102,Mitile,.....Aaah.....!
8103,Riquet,....! Mitile! I can hear Mitile.....!
8104,Shino,Go! Heath.....!
8105,Heathcliff,............
8106,Owen,............ .......Tsk! My memory went black again...... Where's Sir Knight......?
8107,Narrator,(Growling) (Spurting)
