name,line
Bradley,I don't wanna fight Mithra. That guy doesn't know a thing about chivalry or justice.
Riquet & Mitile,Please save him!
Nero & Bradley,Uhh......
Shino,"Heath! Heath, where are you!?"
Living dead,Roar....... Guh.......
Shino,Shut up and get out of my way! << Matztzāh Sudipas >>!
Living dead,.......Roar.......
Shino,......Heath......! These are...... Heath's clothes......?
Narrator,(Low growling)
Shino,............ Heath......?
Narrator,(Swords clanging)
Cain,......Nicholas! We'll settle this once and for all!
Nicholas,Roar......
Cain,......The wind pierces like sharp feathers...... I heard you wanted to be a wizard! Are you satisfied now that you've become a monster who can use magic!?
Nicholas,Roar......
Cain,"...... If you admired wizards, why didn't you say so!? If you had told us, we would've opened up our hearts! If you admired us, then why did you trample on us!? I admired you too! That's why I trained so hard - and surpassed you! Is that something only a wizard can do!? Of course not, right, Nicholas!?"
Nicholas,Roar......
Cain,<< Gladius Procella >>!
Nicholas,......Gaahh......! ......Ahh......
Cain,I'll grant you this final mercy: I'll end you before you shame yourself in front of Prince Arthur. With this very sword.
Shino,Cain! Watch out......!
Cain,......!?
Cain,A...... black panther......!?
Shino,It's Heath!
Cain,This thing!?
Shino,"He smells the same, and his eyes are the same color, too! I thought he transformed with magic, but that's not it!"
Cain,What do you mean!?
Shino,He attacks us!
Cain,Seriously!?
Narrator,(Growling)
Cain,......Ugh......! He leapt onto me!
Shino,Hold him down! I'll put him to sleep right now! << Matztzāh Sudi...... >>!
Narrator,(Growling)
Shino,......I told you to hold him down!
Cain,"He was about to bite me! I can't just punch him, right!?"
Shino,Why did this happen!? Is it because of the living dead!? Did he eat something weird!?
Cain,No! Look at the back of his hip. His crest is darker than usual. This is probably......
Shino,......! His bizarre injury from the < Great Catastrophe >......
Narrator,(Growling)
Shino,......Got it. I'll get through to him with words. We've been together for a long time. I won't let some < Great Catastrophe > get between us out of nowhere.
Cain,"The < Great Catastrophe > existed way before you two were born, you know!"
Shino,"Heath, listen closely. I wished for you to become arrogant. But not like this. You understand, right?"
Narrator,(Growling)
Shino,......Look at that. You know how to yell real loud.
Cain,......! Where's Nicholas!? Nicholas is gone!
Shino,"Heath, please come back to your senses. I don't want to hurt you. Please, I'm begging you."
Narrator,(Growling)
Shino,Heath......!
Living dead,Roar...... Guh...... Grrr......
Lennox,"<< Forsettao Meiuvat >> Go, little sheep. Graze away at them like grass."
Lennox's sheep,Baaa! Baa baa!
Lennox,"Are you all right, Sir Faust?"
Faust,Of course. But I never thought we'd run into this kind of uproar on our way back from Eastern Country......
Lennox,It might be better to meet with Prince Arthur before we return to the magic headquarters.
Faust,"Arthur, huh."
Lennox,Would you rather not? He does look like Sir Ale-mghgh.
Faust,Shut up.
Lennox's sheep,Baa baa! Baa baa!
Lennox,They came back.
Faust,They're cute......
Lennox,Did you just say something?
Faust,No. ......Lennox. Look upwards.
Lennox,Up......? ............! That's......!?
Murr,The moon......
Rustica,What's this? The moon is being covered......
Chloe,That's not a cloud.........
Shylock,Is that tremendous bird the Umbra Volans......?
Cock Robin,Th...... That thing is going to cover the whole castle......
Arthur,...........! So that is the shadowy bird that destroyed the Central tower......
Akira,I didn't realize it was this big......
Snow in the portrait,Here it comes.
White in the portrait,"Well then, Arthur. We will be heading off."
Arthur,"Sir Snow, Sir White......"
Snow in the portrait,No need to worry. We will protect this castle with our barrier.
White in the portrait,"We're leaving the rest to you, Oz."
Oz,............
Narrator,"The twins step out of the portrait at the same time. And they fly upwards without using brooms. Like a large pair of wings protecting the castle, they float into the night sky and close their eyes. They clutch their dolls - which appeared from nowhere - to their chests, and murmur at the same time."
Snow & White,Here we go-.... << Noscomnia >>
Narrator,"A gentle light radiates from the two of them. The light spreads outwards and falls around them, encompassing the castle like a snowdome. The sight is so mystically beautiful that, for a moment, all my fear and anxiety falls away. The people who have gathered to take refuge in the castle breathe sighs of admiration."
Central Country child,......It's so pretty......
Central Country man,Don't worry...... The wizards will protect us all.
Central Country man,Just as they protected us from the < Great Catastrophe >......
Narrator,"After gazing up at the twins, a quiet determination settles across Arthur's face. He turns around and says to me-...."
Arthur,Sir Sage. I will go out as well. I will divert the bird's attention to keep Sir Snow and Sir White's barrier from being destroyed.
Akira,Arthur......
Arthur,"Please do not worry about me. I am Sir Oz's pupil, after all."
Narrator,Arthur smiles and looks up at Oz.
Arthur,"Isn't that right, Sir Oz?"
Oz,............
Narrator,"Oz gazes at Arthur without uttering a word. Oz's silence frustrates me. I wish he would just say something to Arthur. But after spending some time with him, I've come to understand him bit by bit. Oz treasures words. Because he's a wizard who treasures promises. Wizards do not make promises. For if they break their promises, they lose their power. That means...... They are very sincere and honest. How many promises have I made that I knew I would break - because I was carried away by the situation, and wanted to take the easy way out to make someone happy? Every time I broke a promise, I hurt someone, and I hurt myself. The wizards in this world don't do that. They don't sell their words short or throw them around lightly."
Oz,Be careful.
Arthur,Yes. Please take care of Sir Sage.
Narrator,"Arthur stands on the balcony, taking out his broom. The people look up at his figure and break out in cheers. Their voices are by turns straightforward, by turns selfish - yet Arthur smiles through it all."
Arthur,I will be going now.
Narrator,Arthur soars into the sky. Towards the terrifying bird.
Central Country man,It's Prince Arthur!
Central Country man,Prince Arthur will save us!
Central Country woman,"Be careful, Prince Arthur!"
Central Country man,Do your best......!
Oz,............
Narrator,Oz watches Arthur's back flying into the distance as if it's a blinding sight.
Cain,There's a barrier around the castle......! It must be Sir Snow and Sir White!
Shino,.....Now we just need Heath to get back to normal....!
Living dead,Guh...... Grrr....... Gggh.... Grr.......
Cain,The dead keep coming...... Looks like they headed this way after being repelled by the barrier.
Shino,"We sure are popular tonight. Heath! It's me, Shino! Please return to your real self......!"
Narrator,(Heath growling)
Shino,............!
Cain,"Are you all right, Shino!?"
Shino,......He just gave me a little scratch.
Cain,You're bleeding horribly. You've done enough; you should run awa......
Living dead,Roar...... Guh......
Cain,......They're so persistent!
Owen,<< Cure Memini >>
Cain,............!
Living dead,......Aaa......
Shino,The dead turned to dust in an instant......
Cain,Owen......
Owen,Hey. Is that beast Heathcliff?
Shino,.......He's not a beast.
Owen,He is a beast. Did you know I get along with beasts? I can make them serve me as I please.
Cain,You! Don't you dare lay a finger on Heath! I won't forgi-....
Owen,What can you do?
Cain,...........
Owen,You're powerless. I'll ask again: what can you do? Stand back. You're in the way.
Shino,......Don't get near him! << Matztzāh Sudipas >>!
Owen,<< Cuare Morito >>
Shino,......! My legs...... I can't move!
Cain,"I can't move my legs either...... Stop it, Owen! I'm begging you, please stop......!"
Shino,"Heath! Heath, run......!"
Owen,"Haha...... Come here, Heathcliff."
Shino,......Heath calmed down......
Cain,......Is he speaking to him......?
Owen,"There, there...... Good boy. You're so cute, rubbing your cheek against my hand. Aren't you getting sleepy? That's right...... Playtime is over."
Heathcliff,............ ......Nn......
Cain,He's back to normal......!
Shino,Heath! ...... I can move my legs......
Owen,I've returned the favor. Don't you dare tell anyone about what happened to me before.
Faust,Someone's headed towards the bird...... It's Arthur......
Lennox,Sir Faust! There's a man with what looks like wings over there!
Nicholas,Guh...... Grrr......
Lennox,It's Nicholas from the Magical Technology Corps. Does he intend to fuse with the bird......?
Faust,Hmph. << Satillquinart Mullcreed >>
Nicholas,......Roar......! Gaahhh......!
Lennox,He's coming this way.
Faust,Is that so? How troublesome. I had absolutely no intention of helping Alec's descendant.
Lennox,"You're a terrible liar, as always."
Faust,Whatever. He's coming; get ready.
Lennox,Yes.
Nicholas,Roar......!
Lennox,<< Forsettao Meiuvat >>
Nicholas,Guh......! Roar......!
Lennox,......! He broke through the spell!
